id,Booking_status,probability
48089,0,0.0332968
48090,0,0.17828472
48091,0,0.056903467
48092,0,0.3130113
48093,0,0.047775604
48094,0,0.41403997
48095,1,0.5471593
48096,0,0.031005044
48097,0,0.37896267
48098,0,0.11053326
48099,1,0.51289034
48100,1,0.7368169
48101,1,0.8924998
48102,1,0.5425485
48103,0,0.08483142
48104,0,0.43703994
48105,1,0.8070636
48106,0,0.12190315
48107,1,0.5929454
48108,0,3.553764e-06
48109,0,0.009019721
48110,1,0.7957387
48111,0,0.3829267
48112,0,0.020295762
48113,1,0.7879304
48114,1,0.5356063
48115,1,0.7344545
48116,1,0.5404083
48117,0,0.40149376
48118,1,0.6711615
48119,0,0.0007377569
48120,1,0.7942753
48121,1,0.7949703
48122,0,0.2168172
48123,1,0.55221033
48124,1,0.67603034
48125,0,0.06591801
48126,1,0.9015301
48127,0,0.16096145
48128,1,0.76532066
48129,0,0.17126763
48130,1,0.91874856
48131,0,0.14103454
48132,0,0.12222095
48133,0,0.31436133
48134,1,0.79023445
48135,0,0.04166484
48136,0,0.24147803
48137,0,0.034336563
48138,0,0.39687657
48139,0,0.23419075
48140,1,0.9462577
48141,1,0.7288288
48142,0,0.37205157
48143,0,0.4282619
48144,0,0.030299548
48145,1,0.82201564
48146,0,0.019549578
48147,0,0.10834343
48148,0,0.15241443
48149,0,0.38752052
48150,0,0.36043072
48151,1,0.83402985
48152,0,0.32000238
48153,0,0.14784884
48154,1,0.55437917
48155,0,0.13578553
48156,0,0.006289476
48157,1,0.5853894
48158,1,0.5723716
48159,0,0.044417534
48160,1,0.8506942
48161,1,0.52068365
48162,0,0.08071223
48163,1,0.9042501
48164,0,0.031203028
48165,0,0.38564068
48166,1,0.6914048
48167,1,0.81864643
48168,1,0.5614596
48169,0,2.565412e-05
48170,1,0.55490816
48171,0,0.1267413
48172,1,0.85513264
48173,1,0.7624756
48174,1,0.7962353
48175,0,0.13322663
48176,1,0.8013818
48177,0,0.113372795
48178,0,0.18539223
48179,0,0.034352932
48180,1,0.5424784
48181,1,0.8670039
48182,1,0.92234606
48183,0,0.022423178
48184,0,0.0015092331
48185,1,0.5429328
48186,1,0.5390527
48187,1,0.6627058
48188,0,0.23607121
48189,0,0.000655736
48190,1,0.7889457
48191,0,0.22285712
48192,0,0.34006134
48193,1,0.55944014
48194,1,0.9119159
48195,0,0.13366924
48196,1,0.7686876
48197,1,0.65455717
48198,0,0.15008129
48199,0,6.7609784e-07
48200,0,0.4197883
48201,0,0.040768016
48202,1,0.75504774
48203,0,0.025127292
48204,0,0.0811833
48205,0,0.41070372
48206,1,0.56940717
48207,1,0.8348113
48208,1,0.8589073
48209,0,0.022961684
48210,1,0.80652416
48211,0,0.19092464
48212,0,0.033987805
48213,0,0.11409306
48214,0,0.20149475
48215,1,0.7262103
48216,1,0.832079
48217,0,0.40440282
48218,1,0.92349553
48219,0,0.4743739
48220,0,0.02554863
48221,1,0.57765055
48222,0,0.4967969
48223,0,0.29900527
48224,1,0.8517262
48225,0,0.44845438
48226,0,0.018610062
48227,0,0.0028369303
48228,0,0.18099019
48229,0,1.1568499e-05
48230,1,0.88236445
48231,0,0.4106589
48232,0,0.3801069
48233,0,0.49612215
48234,1,0.51374894
48235,0,0.2046262
48236,1,0.88068354
48237,0,0.36121055
48238,0,0.1382157
48239,1,0.7858692
48240,0,0.04560442
48241,1,0.9130243
48242,1,0.81656873
48243,0,0.00051851524
48244,1,0.82672924
48245,0,0.020998199
48246,0,0.13167672
48247,1,0.83054376
48248,0,0.20070094
48249,1,0.6887116
48250,0,0.2954575
48251,0,0.13818264
48252,0,0.29664385
48253,0,0.48666638
48254,0,0.066735215
48255,0,0.045887895
48256,0,0.019278863
48257,1,0.8504512
48258,0,0.305202
48259,1,0.50851274
48260,1,0.5810659
48261,0,0.21652752
48262,0,0.106081106
48263,0,0.20045638
48264,1,0.56161445
48265,1,0.7475382
48266,0,0.11221829
48267,0,0.03854993
48268,0,0.16189337
48269,0,0.00016765595
48270,1,0.7448901
48271,0,0.07404546
48272,1,0.5485327
48273,1,0.5319858
48274,0,0.13302243
48275,0,0.19083963
48276,0,0.013260559
48277,1,0.7032002
48278,0,0.03763714
48279,0,0.04472891
48280,0,0.26399213
48281,0,0.19090252
48282,0,0.38663933
48283,1,0.95707405
48284,0,0.45835257
48285,0,0.15260904
48286,0,0.47464845
48287,0,0.14888471
48288,0,0.10442529
48289,0,0.14045992
48290,0,0.045491334
48291,0,0.48925385
48292,0,0.07862269
48293,0,0.31754023
48294,1,0.61954314
48295,0,0.4794568
48296,0,0.3955882
48297,0,0.2672306
48298,0,2.0487367e-09
48299,1,0.81549937
48300,0,0.004305962
48301,0,0.4005916
48302,0,0.043979216
48303,0,0.00060034555
48304,1,0.60122573
48305,0,0.3099483
48306,1,0.6674276
48307,1,0.7722818
48308,1,0.87031454
48309,0,0.106478274
48310,0,0.47419333
48311,1,0.56091017
48312,0,0.015224718
48313,0,0.0735687
48314,0,0.44449612
48315,1,0.7456502
48316,0,0.051437315
48317,1,0.89982575
48318,0,0.026093693
48319,1,0.8671693
48320,1,0.57292145
48321,0,0.033030283
48322,1,0.75437105
48323,0,0.24149334
48324,0,0.07489756
48325,1,0.59375703
48326,1,0.8030927
48327,1,0.5412849
48328,0,0.188632
48329,0,0.4443454
48330,1,0.71645856
48331,0,0.03597193
48332,1,0.70412344
48333,1,0.7353881
48334,0,0.033702165
48335,0,0.15305756
48336,0,0.228436
48337,0,0.3265299
48338,1,0.5819622
48339,0,0.05048086
48340,1,0.76602054
48341,0,0.23022544
48342,0,0.15669237
48343,0,0.1725912
48344,1,0.5179083
48345,0,0.10554283
48346,0,0.005506579
48347,0,0.08511574
48348,0,0.24290113
48349,1,0.57265985
48350,0,0.4006611
48351,1,0.9445856
48352,0,0.015720315
48353,1,0.5483981
48354,1,0.70170784
48355,1,0.5066152
48356,0,1.7010346e-06
48357,0,0.20995204
48358,1,0.700408
48359,1,0.6555748
48360,0,0.40435812
48361,1,0.6414307
48362,0,0.293621
48363,1,0.7473723
48364,0,0.118810855
48365,1,0.5918112
48366,0,0.0925557
48367,1,0.6153296
48368,1,0.598348
48369,0,0.47908697
48370,1,0.863147
48371,1,0.7944533
48372,1,0.5135803
48373,1,0.64136904
48374,1,0.8344848
48375,0,0.46238324
48376,0,0.019248804
48377,1,0.63934934
48378,1,0.68594456
48379,0,0.0073388726
48380,0,0.021843232
48381,0,0.012308384
48382,1,0.8548016
48383,0,0.03236678
48384,0,0.0709607
48385,0,0.0486541
48386,0,0.00537958
48387,0,0.016868716
48388,0,0.28753987
48389,0,0.0014657171
48390,0,0.25171947
48391,1,0.9187664
48392,1,0.5876713
48393,1,0.5004124
48394,0,0.09410071
48395,1,0.93201494
48396,0,0.06066784
48397,0,0.24942756
48398,1,0.5056964
48399,0,0.31708694
48400,0,0.19036455
48401,0,0.2766174
48402,0,0.3021749
48403,1,0.570177
48404,0,0.011591034
48405,0,0.3278027
48406,0,0.17600538
48407,0,0.025063641
48408,0,0.23909847
48409,1,0.84299165
48410,1,0.6183754
48411,0,0.31071898
48412,0,0.3809489
48413,1,0.85312325
48414,0,0.030261556
48415,0,0.4950597
48416,1,0.89513034
48417,0,0.001493603
48418,0,0.05000622
48419,0,0.09760793
48420,0,0.3087091
48421,0,0.03995818
48422,0,0.31635812
48423,0,0.3173349
48424,1,0.6750524
48425,0,0.49866515
48426,1,0.7240044
48427,1,0.9030786
48428,0,0.40606076
48429,0,0.091443226
48430,0,0.033315726
48431,0,0.16114351
48432,1,0.8751138
48433,0,0.109415054
48434,1,0.91490227
48435,0,0.1494271
48436,1,0.8869428
48437,0,0.18626906
48438,0,0.20658803
48439,1,0.57087743
48440,1,0.57466626
48441,0,0.057389546
48442,1,0.5043966
48443,0,0.06057312
48444,1,0.512129
48445,0,0.25638175
48446,1,0.6787039
48447,1,0.8610567
48448,0,0.26955888
48449,1,0.52585477
48450,0,0.21569526
48451,1,0.57692736
48452,1,0.7433032
48453,1,0.66388005
48454,0,0.008343756
48455,0,0.054595426
48456,0,0.4726625
48457,0,0.28960556
48458,1,0.5298019
48459,0,0.22375338
48460,1,0.5845823
48461,1,0.8194085
48462,1,0.9174678
48463,0,0.4524715
48464,0,0.2715108
48465,1,0.6143304
48466,1,0.9139212
48467,1,0.7320162
48468,1,0.6215102
48469,1,0.8927123
48470,0,0.21683595
48471,1,0.7529965
48472,1,0.5300668
48473,0,0.0524132
48474,0,0.22450367
48475,0,0.06181941
48476,1,0.6428084
48477,0,0.48442125
48478,0,0.13480845
48479,0,0.46167818
48480,0,0.00036648562
48481,0,0.43148112
48482,0,0.3217698
48483,0,0.25043187
48484,1,0.80003417
48485,0,0.0004140086
48486,0,0.39683202
48487,1,0.8805422
48488,1,0.9106503
48489,0,0.42345387
48490,0,0.21583702
48491,0,0.2672528
48492,0,0.28029308
48493,1,0.66561157
48494,1,0.6113912
48495,1,0.56331795
48496,0,0.141621
48497,0,0.28455976
48498,1,0.723619
48499,0,0.1647564
48500,0,0.15976109
48501,0,0.012568398
48502,0,0.42482555
48503,0,0.2567166
48504,0,0.23413777
48505,1,0.7206762
48506,1,0.574909
48507,0,0.19593892
48508,0,0.44356686
48509,0,0.21147703
48510,0,0.00050965423
48511,1,0.8710153
48512,0,0.0070036394
48513,0,0.0028774259
48514,1,0.8147759
48515,1,0.53766453
48516,0,0.29781863
48517,0,0.06288579
48518,0,0.4397297
48519,0,0.01736444
48520,1,0.83599395
48521,1,0.5588056
48522,0,0.27937233
48523,0,0.19629289
48524,0,0.33310682
48525,0,0.09737286
48526,0,0.4751381
48527,1,0.7122965
48528,1,0.7412843
48529,0,0.060464837
48530,0,0.0034841246
48531,0,0.23226471
48532,0,0.16083738
48533,0,0.32583573
48534,0,0.06589138
48535,0,0.22409576
48536,1,0.79083604
48537,0,0.49790367
48538,0,0.34545466
48539,0,0.31405914
48540,1,0.6569185
48541,1,0.816859
48542,1,0.86887926
48543,0,0.15134302
48544,0,0.10223302
48545,0,0.2608273
48546,0,0.37939444
48547,0,0.15550217
48548,0,0.2909816
48549,1,0.65662646
48550,1,0.5170093
48551,0,0.24087778
48552,0,0.18583958
48553,0,0.09621362
48554,0,0.2214266
48555,0,0.43528593
48556,0,0.020392088
48557,1,0.8129156
48558,1,0.797522
48559,0,0.12994424
48560,0,0.17478794
48561,0,0.4939035
48562,0,0.18716654
48563,1,0.7327762
48564,1,0.5693784
48565,0,0.030848527
48566,1,0.59807086
48567,1,0.7661918
48568,0,0.41170856
48569,1,0.8180402
48570,1,0.75547487
48571,0,0.49932343
48572,1,0.63031614
48573,0,0.12548056
48574,1,0.8197391
48575,0,0.035847727
48576,0,0.00017682588
48577,1,0.7771941
48578,0,0.024677666
48579,0,7.524568e-11
48580,0,0.02066177
48581,1,0.9083929
48582,1,0.745826
48583,1,0.506351
48584,1,0.61974734
48585,1,0.70088834
48586,0,0.1635891
48587,0,4.189832e-06
48588,0,0.15595688
48589,0,0.0149316415
48590,0,0.04389469
48591,0,0.46611723
48592,0,0.12928031
48593,0,0.16638577
48594,0,0.0031173816
48595,1,0.70333433
48596,0,0.021838654
48597,1,0.83019644
48598,1,0.8373051
48599,0,0.4268069
48600,1,0.6515503
48601,1,0.59494615
48602,0,1.7377399e-08
48603,1,0.8273382
48604,0,0.1501863
48605,0,0.23205653
48606,0,0.202017
48607,0,0.02840286
48608,0,0.11740337
48609,1,0.82593775
48610,0,0.019904664
48611,0,0.06669006
48612,0,0.077631585
48613,0,6.3912266e-06
48614,0,0.15444987
48615,1,0.64766896
48616,1,0.8976636
48617,0,0.32108334
48618,1,0.8475402
48619,0,0.323813
48620,0,0.24974926
48621,1,0.83043754
48622,0,0.36912292
48623,1,0.79517347
48624,0,0.25694567
48625,0,0.066393584
48626,0,0.38117135
48627,1,0.98537886
48628,0,0.025854332
48629,0,0.3196259
48630,0,0.06695118
48631,1,0.7599761
48632,0,0.25518197
48633,0,0.09251702
48634,0,0.023647264
48635,0,0.248085
48636,1,0.6579694
48637,0,0.42174688
48638,0,0.15339045
48639,0,0.31436935
48640,0,0.030456293
48641,1,0.75734115
48642,0,6.561977e-05
48643,1,0.7827599
48644,0,0.34289443
48645,1,0.61248386
48646,0,0.46319166
48647,0,0.3762241
48648,0,0.33929008
48649,0,0.26999134
48650,0,0.001310431
48651,0,0.0045562414
48652,1,0.83070254
48653,1,0.79415244
48654,0,0.062315263
48655,0,0.1925962
48656,0,0.37026012
48657,0,3.9508652e-07
48658,0,0.060212538
48659,1,0.8486149
48660,0,0.45903167
48661,0,0.46813142
48662,1,0.7182626
48663,0,0.38267168
48664,0,0.3018731
48665,0,0.08382388
48666,0,1.5550588e-22
48667,0,0.3262181
48668,0,0.34680718
48669,0,0.22068724
48670,0,0.039041683
48671,0,0.11513818
48672,0,0.07186596
48673,0,0.2892096
48674,1,0.87534434
48675,1,0.865814
48676,0,0.04026937
48677,1,0.6653583
48678,1,0.66433126
48679,0,0.032641258
48680,0,0.05234387
48681,1,0.9660433
48682,1,0.5919178
48683,1,0.80023587
48684,1,0.7719981
48685,0,0.13143675
48686,0,0.48754358
48687,1,0.8072275
48688,0,0.4828792
48689,1,0.59337175
48690,0,0.078144595
48691,0,0.28674966
48692,0,0.25083965
48693,0,0.043132953
48694,0,0.3129387
48695,1,0.7180456
48696,0,0.06435362
48697,0,0.277168
48698,0,0.15767726
48699,0,0.38626826
48700,1,0.8014314
48701,0,0.2517512
48702,1,0.84844404
48703,0,0.2557807
48704,0,0.21348943
48705,0,0.49140388
48706,0,0.17050965
48707,0,0.15780495
48708,0,0.0179322
48709,0,0.3882208
48710,0,0.12727132
48711,0,0.0044626077
48712,1,0.9213527
48713,0,0.021351703
48714,0,0.21919574
48715,0,0.116432995
48716,1,0.576414
48717,0,0.3702745
48718,1,0.73768836
48719,1,0.61580974
48720,0,0.07700546
48721,0,0.2502113
48722,1,0.61002517
48723,1,0.8452438
48724,1,0.59358656
48725,0,0.13478012
48726,0,0.0010373855
48727,0,0.122694165
48728,0,0.15506202
48729,0,0.3649566
48730,1,0.8665953
48731,0,0.038240314
48732,1,0.6650539
48733,1,0.73861086
48734,0,0.021627435
48735,0,0.09393047
48736,0,0.0018612578
48737,1,0.5368121
48738,0,0.38256675
48739,0,0.00421172
48740,1,0.80861264
48741,0,0.23748007
48742,1,0.59926575
48743,0,0.2914186
48744,0,0.15971938
48745,0,0.25310257
48746,1,0.5686812
48747,1,0.51023656
48748,0,0.08887694
48749,1,0.64471954
48750,0,0.3946328
48751,0,0.11638126
48752,1,0.6191015
48753,0,0.47578982
48754,1,0.64862967
48755,1,0.8921902
48756,0,0.06599454
48757,0,0.11767659
48758,1,0.7686248
48759,1,0.7913571
48760,0,0.21826985
48761,0,0.4450558
48762,0,0.08445735
48763,0,0.03290511
48764,0,0.1513947
48765,0,1.5103603e-05
48766,0,0.29947573
48767,0,0.3797775
48768,0,0.37993684
48769,1,0.6987224
48770,0,0.35842752
48771,1,0.6551888
48772,1,0.79126465
48773,0,0.075124234
48774,0,0.045463078
48775,1,0.6269998
48776,0,0.06040308
48777,0,0.40380055
48778,0,0.0062929373
48779,1,0.7447318
48780,0,0.28958604
48781,0,0.12281277
48782,1,0.5405419
48783,0,0.089496516
48784,1,0.64892876
48785,0,0.16830906
48786,0,0.47015736
48787,0,0.052909456
48788,0,0.19815268
48789,0,0.38814348
48790,0,0.07147385
48791,1,0.76921785
48792,0,0.06774566
48793,0,0.020119209
48794,0,0.2532478
48795,0,0.2549419
48796,0,0.19972284
48797,0,0.15438645
48798,1,0.860311
48799,0,0.10328285
48800,0,0.42148253
48801,1,0.83415854
48802,1,0.9152118
48803,1,0.9103654
48804,0,0.3865908
48805,1,0.82855254
48806,0,0.022156576
48807,0,0.25364605
48808,0,0.35313022
48809,0,0.19034685
48810,0,0.24156012
48811,0,0.115655534
48812,0,0.0077239447
48813,1,0.8927995
48814,1,0.7398019
48815,0,0.06257586
48816,0,0.13863054
48817,0,0.2805888
48818,0,0.031233737
48819,1,0.52238965
48820,0,0.13466932
48821,0,0.042616248
48822,0,0.4192391
48823,0,0.12774506
48824,0,0.43607828
48825,0,0.0012787867
48826,0,1.7937476e-18
48827,1,0.52983123
48828,0,0.043709382
48829,1,0.8192175
48830,0,0.31926787
48831,0,0.46427852
48832,0,0.10200104
48833,0,0.002237014
48834,1,0.8032011
48835,1,0.81991273
48836,1,0.6256763
48837,0,0.012217077
48838,0,0.3480094
48839,0,0.066327535
48840,1,0.59484994
48841,1,0.8450111
48842,1,0.72260326
48843,0,0.08753908
48844,1,0.5986313
48845,1,0.6161047
48846,1,0.9771056
48847,0,0.33778918
48848,1,0.7226908
48849,1,0.79050845
48850,0,0.27550358
48851,0,0.2597586
48852,0,0.14663309
48853,1,0.749429
48854,0,0.0307417
48855,0,0.07344313
48856,0,0.36110848
48857,0,2.6462553e-06
48858,1,0.55260426
48859,0,0.276235
48860,0,0.09047264
48861,1,0.6918607
48862,0,0.23350789
48863,1,0.767258
48864,1,0.51748043
48865,0,0.3335033
48866,0,0.018940713
48867,1,0.69277596
48868,0,0.34127045
48869,0,0.283271
48870,0,0.11731852
48871,0,0.43865326
48872,1,0.84317774
48873,0,0.038302526
48874,0,0.06990213
48875,1,0.701922
48876,0,0.15603554
48877,1,0.8015675
48878,0,0.15572767
48879,0,0.07757861
48880,1,0.93786883
48881,0,0.032615658
48882,0,0.07431541
48883,0,0.22670896
48884,1,0.55473584
48885,0,0.04228402
48886,1,0.57126886
48887,0,0.031915706
48888,1,0.8805038
48889,0,0.15197751
48890,0,0.17233334
48891,0,0.09421603
48892,1,0.7238603
48893,0,0.23030533
48894,0,0.082639515
48895,0,0.42585975
48896,0,0.33990812
48897,0,0.34677142
48898,1,0.74165535
48899,1,0.57151514
48900,0,0.0042134766
48901,0,0.35265908
48902,1,0.8890468
48903,0,0.0747128
48904,0,0.28239664
48905,0,0.20757973
48906,1,0.57650506
48907,0,0.41700673
48908,0,0.050587248
48909,0,0.12228619
48910,1,0.7032009
48911,0,0.27655765
48912,1,0.8378994
48913,1,0.5292019
48914,1,0.7671888
48915,1,0.9454797
48916,0,0.47003466
48917,0,0.15055054
48918,0,0.05118884
48919,0,0.39494228
48920,1,0.67947656
48921,0,0.13407367
48922,0,9.1700145e-05
48923,0,0.0009178241
48924,0,2.371155e-05
48925,1,0.6936664
48926,0,0.06857654
48927,0,0.05594433
48928,0,0.23050337
48929,0,0.359604
48930,0,0.03105485
48931,0,0.26369232
48932,0,0.03419233
48933,0,0.08472772
48934,1,0.6177213
48935,0,0.24124083
48936,1,0.8369382
48937,0,0.099274725
48938,1,0.6731948
48939,0,0.0049380558
48940,0,0.1180219
48941,1,0.6608404
48942,1,0.6766118
48943,0,0.3484274
48944,1,0.57032466
48945,0,0.4725004
48946,0,0.2377239
48947,1,0.8148377
48948,0,0.20306265
48949,0,0.12313112
48950,0,0.35772505
48951,0,0.087725684
48952,0,0.07872388
48953,0,0.040327333
48954,0,0.20679784
48955,0,0.019119816
48956,1,0.80285805
48957,0,0.03758593
48958,1,0.54499626
48959,1,0.73183185
48960,1,0.7032248
48961,0,0.21933056
48962,0,0.09811742
48963,0,0.17716375
48964,1,0.7702488
48965,0,0.33170018
48966,0,0.20637703
48967,1,0.81044304
48968,1,0.6913513
48969,0,0.49919763
48970,0,0.20379981
48971,1,0.63275313
48972,0,0.028485889
48973,0,0.44470343
48974,0,0.012491794
48975,1,0.89562213
48976,0,0.050116595
48977,1,0.62133825
48978,0,0.062108096
48979,0,0.23908293
48980,0,0.43585646
48981,1,0.60918945
48982,0,0.052811198
48983,0,0.010063246
48984,1,0.672484
48985,0,0.057627607
48986,0,0.2820596
48987,0,0.13537733
48988,0,0.01573985
48989,0,0.2205995
48990,0,0.19708125
48991,0,0.45692053
48992,0,0.35771146
48993,1,0.60532296
48994,0,0.08034714
48995,0,0.08012412
48996,0,0.3717686
48997,1,0.84496075
48998,1,0.83983046
48999,0,0.040106777
49000,0,0.43099067
49001,1,0.5276257
49002,1,0.8451087
49003,1,0.7601967
49004,1,0.8838001
49005,0,0.28922677
49006,0,4.1253716e-07
49007,0,0.13214442
49008,1,0.73623645
49009,0,0.08410205
49010,0,0.36324272
49011,0,0.3881769
49012,0,0.040963065
49013,0,0.47442147
49014,0,0.03297484
49015,0,0.2561631
49016,0,0.12733692
49017,0,0.013567578
49018,0,0.31728566
49019,0,0.16757208
49020,0,0.3194308
49021,1,0.5624776
49022,0,0.11376433
49023,1,0.7697773
49024,1,0.93051666
49025,0,0.39179197
49026,0,0.40477347
49027,0,0.21899532
49028,0,0.34661245
49029,0,0.016321974
49030,0,0.11741755
49031,1,0.53326035
49032,1,0.7407544
49033,0,0.19976763
49034,0,0.33266345
49035,0,0.00027090087
49036,1,0.62676376
49037,0,0.08773374
49038,0,0.42938712
49039,1,0.5134674
49040,0,0.00768062
49041,1,0.8644436
49042,0,0.021312617
49043,1,0.6758306
49044,0,0.2862934
49045,1,0.8802148
49046,1,0.9060912
49047,1,0.8904667
49048,0,0.23172718
49049,0,0.024369244
49050,0,0.044251535
49051,0,0.42046487
49052,0,0.1031661
49053,1,0.74787015
49054,1,0.7306915
49055,0,0.26468024
49056,0,0.004135494
49057,1,0.79207367
49058,0,0.01459417
49059,1,0.7564463
49060,1,0.6593051
49061,0,0.47885036
49062,0,0.15194961
49063,1,0.57576
49064,1,0.50873935
49065,0,0.16636543
49066,0,0.005217403
49067,1,0.50107366
49068,0,0.30924162
49069,1,0.5633733
49070,0,0.010467337
49071,1,0.92501336
49072,0,0.13780943
49073,1,0.5577427
49074,1,0.75648504
49075,0,0.14999776
49076,0,0.32057744
49077,1,0.73322254
49078,0,0.3735644
49079,0,0.048879042
49080,0,0.092773266
49081,1,0.7235554
49082,0,0.2400013
49083,1,0.8408565
49084,1,0.70648474
49085,0,0.0534095
49086,0,0.0024471264
49087,1,0.96288955
49088,1,0.53376126
49089,1,0.8060371
49090,1,0.8606755
49091,0,0.2515928
49092,0,0.03384096
49093,0,0.3156119
49094,0,0.4638639
49095,0,0.015789652
49096,1,0.9153187
49097,1,0.682184
49098,0,0.18215722
49099,0,0.09377295
49100,0,0.32916388
49101,1,0.5942096
49102,0,0.007993562
49103,1,0.6446826
49104,1,0.73865664
49105,1,0.82977104
49106,1,0.5977969
49107,0,0.08549906
49108,1,0.6855501
49109,0,0.18407013
49110,0,0.45106903
49111,0,0.14295822
49112,0,0.20975031
49113,0,0.16018812
49114,0,0.048113577
49115,1,0.7490615
49116,1,0.7023356
49117,0,0.3236275
49118,0,0.20765595
49119,0,0.24021137
49120,0,0.07034691
49121,0,0.09307962
49122,0,0.31671792
49123,0,0.03407569
49124,0,0.0275028
49125,1,0.56896085
49126,1,0.6018491
49127,0,0.15958521
49128,0,0.07074385
49129,0,0.0483739
49130,0,0.04018712
49131,1,0.9678369
49132,0,0.41019776
49133,1,0.6566756
49134,1,0.6559057
49135,0,0.302662
49136,1,0.8632618
49137,1,0.9014733
49138,1,0.5661831
49139,0,0.05351571
49140,1,0.6238851
49141,1,0.81473404
49142,1,0.6230442
49143,0,0.06284901
49144,0,0.056638513
49145,0,0.0314698
49146,1,0.799579
49147,0,0.3786133
49148,1,0.61533666
49149,0,0.11020262
49150,0,0.13397096
49151,0,0.040021118
49152,1,0.75694805
49153,1,0.83964854
49154,0,0.14494264
49155,0,0.029368425
49156,0,0.001968049
49157,0,0.18334317
49158,0,0.010730353
49159,1,0.5473116
49160,1,0.88725764
49161,0,0.20196168
49162,0,0.3258794
49163,0,0.07663736
49164,0,0.025045015
49165,0,0.40050647
49166,0,0.043692917
49167,1,0.8274095
49168,0,0.3280984
49169,1,0.6282614
49170,0,0.41024238
49171,0,5.5534558e-05
49172,0,0.36136356
49173,0,0.07584668
49174,0,2.8644207e-19
49175,0,0.0811919
49176,1,0.65639687
49177,0,0.18809153
49178,1,0.6177295
49179,0,0.14285038
49180,1,0.5492157
49181,0,0.010946044
49182,0,0.18913408
49183,1,0.8316437
49184,0,0.48262927
49185,1,0.6249694
49186,0,0.056772366
49187,1,0.74448013
49188,1,0.82672113
49189,1,0.85591316
49190,0,0.45187518
49191,0,0.004299153
49192,0,0.21410732
49193,0,0.044409107
49194,1,0.7732704
49195,0,0.27678663
49196,1,0.8465372
49197,0,0.33498228
49198,1,0.80237657
49199,0,0.42616317
49200,0,0.0796267
49201,1,0.6544565
49202,0,0.080106996
49203,1,0.5702019
49204,1,0.89264286
49205,0,0.20492348
49206,1,0.7402161
49207,0,0.11488512
49208,1,0.53928405
49209,0,0.0009148373
49210,0,0.0051234956
49211,1,0.8320995
49212,0,0.36682913
49213,0,0.24912308
49214,0,0.07077202
49215,1,0.7138808
49216,0,0.04786162
49217,0,0.03916508
49218,0,0.48368567
49219,1,0.804203
49220,1,0.6965855
49221,0,0.13967177
49222,0,0.14373717
49223,0,0.10677716
49224,0,0.20058967
49225,0,0.46124056
49226,0,0.2435816
49227,1,0.69183683
49228,1,0.9271784
49229,0,0.2768808
49230,0,0.0451007
49231,1,0.58813447
49232,1,0.74850184
49233,0,0.053388458
49234,1,0.82349885
49235,0,0.2880306
49236,0,0.4965554
49237,1,0.53402543
49238,0,0.42269114
49239,0,0.056901608
49240,1,0.8641749
49241,1,0.8509318
49242,0,0.00044367713
49243,0,0.16077003
49244,1,0.6458562
49245,0,0.40226144
49246,1,0.59923804
49247,1,0.58639634
49248,1,0.5933669
49249,0,0.39464283
49250,0,0.1100129
49251,1,0.93974805
49252,1,0.79920894
49253,0,0.3645914
49254,0,0.059587378
49255,0,0.11262842
49256,1,0.6470204
49257,1,0.677152
49258,1,0.89571106
49259,1,0.8111575
49260,0,0.1549386
49261,0,0.3090539
49262,1,0.8392194
49263,1,0.7727773
49264,0,0.21193157
49265,0,0.48340032
49266,0,0.2915212
49267,0,0.0681208
49268,0,0.04135675
49269,0,1.3534538e-08
49270,1,0.6284537
49271,0,0.2815806
49272,1,0.8498522
49273,1,0.65703636
49274,1,0.83760893
49275,0,0.18390292
49276,1,0.875831
49277,1,0.55094564
49278,0,0.1346786
49279,0,0.49297604
49280,0,0.027262803
49281,0,0.03520383
49282,0,0.21668382
49283,1,0.6739512
49284,0,0.4519763
49285,1,0.85771066
49286,1,0.52257186
49287,1,0.6888018
49288,0,0.18956313
49289,0,0.00035850998
49290,0,0.16034824
49291,0,0.27087086
49292,0,0.13430357
49293,1,0.87301326
49294,1,0.8924378
49295,0,0.22429967
49296,0,0.42581776
49297,1,0.54117405
49298,0,0.40906495
49299,0,0.3985736
49300,1,0.80012006
49301,0,0.052042104
49302,0,0.3985736
49303,1,0.8513132
49304,0,0.01628208
49305,0,0.4442153
49306,0,0.053679507
49307,0,0.31866872
49308,0,0.43404862
49309,1,0.5658181
49310,0,0.04092414
49311,0,0.15169987
49312,1,0.59784573
49313,0,0.20367904
49314,1,0.75938624
49315,0,0.31023794
49316,0,0.47733268
49317,0,0.34115267
49318,0,0.09913961
49319,0,0.13083114
49320,1,0.6287705
49321,0,0.30296525
49322,0,0.021167753
49323,1,0.84658355
49324,0,0.05009464
49325,0,0.35015213
49326,1,0.7932859
49327,0,0.11109635
49328,0,0.2932099
49329,0,5.894512e-05
49330,1,0.92867553
49331,0,0.41256008
49332,1,0.80817455
49333,1,0.6520707
49334,0,0.006948631
49335,1,0.5663329
49336,0,0.06481717
49337,0,0.08746659
49338,1,0.7480388
49339,0,0.015414932
49340,0,0.047725104
49341,0,0.2444462
49342,1,0.82981557
49343,0,0.38865852
49344,0,0.009700219
49345,0,0.19071302
49346,0,0.10366898
49347,0,0.03775906
49348,1,0.5077419
49349,0,0.029413272
49350,1,0.879796
49351,0,0.21397519
49352,0,0.03447093
49353,1,0.9180194
49354,0,0.0005048889
